Project,Date,Year,Se,Treatment,El,Plot,Hor,BIOC,RESPC,BION,NO3,NH4,NIT,MIN,DEA,H2O,pH
Calcium,2008-05-18,2008,SP,BearBrook,M,LT142,Oa/A,777.54,14.58,345.22,17.52,16.67,4.59,5.26,131.723971,0.52,4.24
Calcium,2008-05-18,2008,SP,BearBrook,M,LT144,Oa/A,277.19,18.87,292.31,15.5,19.76,3.93,4.05,823.373817,0.53,4.02
Calcium,2008-05-18,2008,SP,BearBrook,M,LT147,Oa/A,857.93,14.37,289.98,9.3,22.75,4,3.69,79.74527052,0.58,4.25
Calcium,2008-05-18,2008,SP,BearBrook,M,LT152,Oa/A,751.16,8.81,242.9,5.32,20.02,2.92,4.44,19.2604978,0.5,4
Calcium,2008-05-18,2008,SP,BearBrook,M,LT154,Oa/A,938.3,13.89,211.24,11.19,18.56,3.93,3.79,135.7113893,0.38,3.75
Calcium,2008-05-18,2008,SP,BearBrook,M,LT142,Oi/Oe,4681.74,127.22,798.3,14.3,186.35,5.69,23.73,99.87834481,0.72,4.6
Calcium,2008-05-18,2008,SP,BearBrook,M,LT144,Oi/Oe,3790.73,126.39,871.3,21.95,183.18,13.67,28.12,471.892979,0.75,4.44
Calcium,2008-05-18,2008,SP,BearBrook,M,LT147,Oi/Oe,4618.56,154.62,908.72,9.6,203.83,6.38,24.6,460.9596942,0.77,4.52
Calcium,2008-05-18,2008,SP,BearBrook,M,LT152,Oi/Oe,3091.99,97.76,718.25,6.61,170.81,4.87,21.71,35.48933866,0.73,4.36
Calcium,2008-05-18,2008,SP,BearBrook,M,LT154,Oi/Oe,642.68,67.55,540.01,13.8,90.15,6.84,19.24,203.0554391,0.58,4.22
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-1,Min,162.67,5.96,47.67,0.43,4.38,0.33,0.66,10.24047187,0.23,3.58
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-2,Min,159.04,6.09,65.44,2.08,8.89,0.45,0.76,8.022449865,0.34,3.67
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-3,Min,98.39,2.85,79.55,1.08,5.2,0.5,1.18,41.87675437,0.28,3.5
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-4,Min,281.06,3.06,57.9,0.15,7.88,0.09,0.71,12.24209212,0.28,3.78
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-5,Min,467.69,4.74,70.44,1.96,2.65,0.83,0.73,80.99728639,0.37,3.53
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-1,Oa/A,838.42,28.76,426.51,0.79,98.4,1.12,5.22,320.3496095,0.61,3.33
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-2,Oa/A,295.67,24.22,315.38,6.4,71.5,0.56,3.5,148.7553795,0.58,3.37
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-3,Oa/A,1898.68,49.14,524.93,2.9,79.91,1.85,7.43,1996.609705,0.61,3.29
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-4,Oa/A,1783.24,31.06,488.77,0.31,35.51,0.03,9.05,142.9653104,0.63,3.5
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-5,Oa/A,1235.1,54,671.3,4.67,98.1,4.12,11.52,260.8572028,0.72,3.42
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-1,Oi/Oe,1710.67,12.54,596.72,0.64,190.97,0.14,10.55,423.8717881,0.58,4.02
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-2,Oi/Oe,2449.73,70.18,669.44,7.63,237.87,1.43,14.29,255.0968964,0.66,3.83
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-3,Oi/Oe,760.84,47.3,708.07,0.28,214.86,0.14,14.45,495.3529252,0.6,3.86
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-4,Oi/Oe,4012.99,97.81,705.6,0.35,232.86,0,11.15,28.48890568,0.67,3.8
Calcium,2008-05-18,2008,SP,BearBrook,SF,SF-5,Oi/Oe,2423.24,47.72,705.03,0.4,190.89,0.38,15.49,147.3368522,0.71,3.82
Calcium,2008-05-19,2008,SP,W1,H,LY3-1,Min,347.63,9.81,148.26,8.2,5.04,2.05,1.74,5.222023248,0.47,4.51
Calcium,2008-05-19,2008,SP,W1,H,LY3-2,Min,343.78,8.23,168.82,8.75,9.37,3.05,2.53,91.41472944,0.31,4.61
Calcium,2008-05-19,2008,SP,W1,H,LY3-3,Min,263.69,8.16,118.24,12.11,6.24,2.09,1.65,62.8170963,0.33,3.88
Calcium,2008-05-19,2008,SP,W1,H,LY3-4,Min,708.61,7.18,207.31,11.32,6.5,2.84,2.37,38.99621217,0.47,4.35
Calcium,2008-05-19,2008,SP,W1,H,LY3-5,Min,315.03,7.06,92.19,4.05,5.62,1.3,0.84,16.07769391,0.35,4.24
Calcium,2008-05-19,2008,SP,W1,H,LY3-1,Oa/A,1004.44,20.47,315.11,15.88,16.26,5.73,6.38,1138.030999,0.52,4.51
Calcium,2008-05-19,2008,SP,W1,H,LY3-2,Oa/A,252.4,9.26,221.78,10.08,14.08,3.93,4.3,940.6544686,0.37,4.21
Calcium,2008-05-19,2008,SP,W1,H,LY3-3,Oa/A,506.02,9.31,214.34,22.55,18.3,3.99,2.65,1421.744097,0.48,3.7
Calcium,2008-05-19,2008,SP,W1,H,LY3-4,Oa/A,918.42,14.12,360.59,17.51,23.38,6.17,4.36,153.378412,0.54,4.4
Calcium,2008-05-19,2008,SP,W1,H,LY3-5,Oa/A,817.76,14.71,302.74,16.97,27.24,4.66,2.59,1220.215144,0.5,3.89
Calcium,2008-05-19,2008,SP,W1,H,LY3-1,Oi/Oe,2810.86,64.57,763.32,24.35,130.05,20.14,21.76,222.0655888,0.67,4.93
Calcium,2008-05-19,2008,SP,W1,H,LY3-2,Oi/Oe,1739.89,46.15,462.31,15.15,78.9,7.1,10.99,77.37727388,0.45,4.76
Calcium,2008-05-19,2008,SP,W1,H,LY3-3,Oi/Oe,762.79,26.5,611.49,47.39,91.77,18.05,16.28,913.0313701,0.62,4.12
Calcium,2008-05-19,2008,SP,W1,H,LY3-4,Oi/Oe,2830.57,60.87,721.55,27.11,101.36,18.38,19.04,579.1319032,0.65,4.32
Calcium,2008-05-19,2008,SP,W1,H,LY3-5,Oi/Oe,2865.08,103.85,967.5,12.91,200.76,7.1,22.55,352.0944696,0.74,4.64
Calcium,2008-05-19,2008,SP,W1,L,LY6-1,Min,330.01,7.25,115.77,0.48,11.67,0.37,0.55,5.120304443,0.33,4.55
Calcium,2008-05-19,2008,SP,W1,L,LY6-2,Min,171.67,6.99,68.03,2,3.96,1.2,2.01,4.424563256,0.3,4.45
Calcium,2008-05-19,2008,SP,W1,L,LY6-3,Min,225.38,6.46,120.42,2.48,7.25,1.62,1.55,6.331420923,0.28,4.58
Calcium,2008-05-19,2008,SP,W1,L,LY6-4,Min,187.93,2.57,64.77,1.13,5.58,0.6,0.92,0.905523296,0.27,4.23
Calcium,2008-05-19,2008,SP,W1,L,LY6-5,Min,240.01,5.91,84.78,2.5,4.05,1.49,1.25,5.065161673,0.29,4.37
Calcium,2008-05-19,2008,SP,W1,L,LY6-1,Oa/A,458.77,9.28,362.92,10.88,29.79,5.4,6.24,28.9098921,0.52,4.04
Calcium,2008-05-19,2008,SP,W1,L,LY6-2,Oa/A,872.63,21.22,357.48,17.22,21.74,5.97,7.47,59.82233818,0.58,4.19
Calcium,2008-05-19,2008,SP,W1,L,LY6-3,Oa/A,562.16,13.16,284.66,14.11,12.86,4.58,5.07,28.28370848,0.43,4.43
Calcium,2008-05-19,2008,SP,W1,L,LY6-4,Oa/A,918.45,9.31,366.8,17.75,42.73,6.05,6.67,71.52995391,0.63,3.7
Calcium,2008-05-19,2008,SP,W1,L,LY6-5,Oa/A,421.04,13.43,226.33,8.25,14.82,3.81,4.63,10.00248907,0.45,3.92
Calcium,2008-05-19,2008,SP,W1,L,LY6-1,Oi/Oe,1107.37,51.95,726.88,1.53,121.74,1.19,19.56,20.39557665,0.65,4.78
Calcium,2008-05-19,2008,SP,W1,L,LY6-2,Oi/Oe,1091.54,59.06,628.02,18.08,66.89,9.92,26.31,58.67633889,0.64,4.59
Calcium,2008-05-19,2008,SP,W1,L,LY6-3,Oi/Oe,228.81,44.77,502.67,15.34,58.65,8.38,12.48,94.15625402,0.49,5.25
Calcium,2008-05-19,2008,SP,W1,L,LY6-4,Oi/Oe,1853.19,85.4,794.8,4.27,154.71,1.96,18.55,66.0042235,0.72,4.75
Calcium,2008-05-19,2008,SP,W1,L,LY6-5,Oi/Oe,2077.61,34.47,451.43,7.41,53.98,4.65,10.37,29.13831529,0.55,4.65
Calcium,2008-05-19,2008,SP,W1,M,LY4-1,Min,316.53,4.48,84.65,1.87,5.35,0.43,1.64,4.966041715,0.25,4.01
Calcium,2008-05-19,2008,SP,W1,M,LY4-2,Min,367.46,5.59,121.62,3.52,2.96,1.33,2.07,16.77839062,0.38,4.39
Calcium,2008-05-19,2008,SP,W1,M,LY4-3,Min,432.97,6.97,124.16,4.79,5.58,2.03,1.77,6.814815592,0.3,4.22
Calcium,2008-05-19,2008,SP,W1,M,LY4-4,Min,438.37,4.08,107.94,2.11,6.07,0.96,0.87,10.29309448,0.41,4.58
Calcium,2008-05-19,2008,SP,W1,M,LY4-5,Min,248.74,5.01,73.71,3.76,5.34,1.29,0.91,3.219603162,0.32,4.13
Calcium,2008-05-19,2008,SP,W1,M,LY4-1,Oa/A,642.49,13.78,359.1,13.94,18.27,5.58,10.26,49.23833956,0.62,3.59
Calcium,2008-05-19,2008,SP,W1,M,LY4-2,Oa/A,211.93,12.87,321.52,14.51,5.7,5.96,6.22,34.64729314,0.5,4.13
Calcium,2008-05-19,2008,SP,W1,M,LY4-3,Oa/A,845.81,17.31,285.4,15.63,8.74,5.5,5.35,21.70514683,0.45,4.02
Calcium,2008-05-19,2008,SP,W1,M,LY4-4,Oa/A,552.33,10.24,267.49,12.57,6.63,3.62,4.16,44.58263704,0.48,4.26
Calcium,2008-05-19,2008,SP,W1,M,LY4-5,Oa/A,420.15,7.83,165.01,13.05,4.2,2.67,2.55,32.43953054,0.45,3.92
Calcium,2008-05-19,2008,SP,W1,M,LY4-1,Oi/Oe,2793.14,58.92,689.63,4.99,114.81,3.42,19.12,87.89435433,0.71,4.29
Calcium,2008-05-19,2008,SP,W1,M,LY4-2,Oi/Oe,1240.69,63.32,776.4,17.93,116.62,10.42,23.42,54.26697031,0.68,4.38
Calcium,2008-05-19,2008,SP,W1,M,LY4-3,Oi/Oe,2113.66,71.49,551.94,6.8,101.04,5.18,17.12,44.67393798,0.57,4.76
Calcium,2008-05-19,2008,SP,W1,M,LY4-4,Oi/Oe,2138.58,46.22,620.38,4.65,97.26,3.25,12.13,27.14826217,0.59,5.03
Calcium,2008-05-19,2008,SP,W1,M,LY4-5,Oi/Oe,3561.82,47.59,794.39,18.29,151.44,9.86,23.23,50.86487006,0.69,4.61
Calcium,2008-05-19,2008,SP,W1,SF,LY2-1,Min,157.55,6.89,144.52,5.64,6.05,2.49,3.37,59.71216511,0.34,4.07
Calcium,2008-05-19,2008,SP,W1,SF,LY2-2,Min,609.53,10.9,133.26,0.27,2.17,0.98,0.98,78.63872436,0.57,4.3
Calcium,2008-05-19,2008,SP,W1,SF,LY2-3,Min,717.6,20.55,191.31,7.23,16.26,0.53,-0.76,44.04835186,0.73,3.99
Calcium,2008-05-19,2008,SP,W1,SF,LY2-4,Min,408.55,7.17,144.78,0.42,21.39,0.28,1.52,27.41540089,0.35,4.41
Calcium,2008-05-19,2008,SP,W1,SF,LY2-5,Min,407.55,4.67,109.06,3.67,5.06,1.72,2.53,8.875354818,0.3,4.1
Calcium,2008-05-19,2008,SP,W1,SF,LY2-1,Oa/A,1413.34,36.53,673.12,24.51,85.15,10.36,17.21,2263.92752,0.63,4.03
Calcium,2008-05-19,2008,SP,W1,SF,LY2-2,Oa/A,1279.69,48.35,579.57,0.57,57.47,0.68,6.52,262.6527134,0.79,4.24
Calcium,2008-05-19,2008,SP,W1,SF,LY2-3,Oa/A,1292.08,28.95,836.84,17.32,77.65,9.98,10.41,2675.95134,0.81,3.92
Calcium,2008-05-19,2008,SP,W1,SF,LY2-4,Oa/A,1186.4,33.44,491.02,0.39,66.86,1.32,6.06,226.1415914,0.7,4.18
Calcium,2008-05-19,2008,SP,W1,SF,LY2-5,Oa/A,1759.24,28.26,508.87,10.58,75.69,5.24,14.12,360.0460725,0.56,4.09
Calcium,2008-05-19,2008,SP,W1,SF,LY2-1,Oi/Oe,4381.54,136.05,863.26,8.58,180.38,2.83,19.57,173.3080383,0.66,4.75
Calcium,2008-05-19,2008,SP,W1,SF,LY2-2,Oi/Oe,1192.24,134,755.42,0.58,150.15,0,15.79,-9999.99,0.79,4.38
Calcium,2008-05-19,2008,SP,W1,SF,LY2-3,Oi/Oe,1282.17,117.45,791.07,1.72,122.11,1.24,18.77,562.9920119,0.82,4.33
Calcium,2008-05-19,2008,SP,W1,SF,LY2-4,Oi/Oe,4491.4,119.89,905.27,0.44,184.94,0.21,16.87,44.97023433,0.73,5.03
Calcium,2008-05-19,2008,SP,W1,SF,LY2-5,Oi/Oe,4621.53,93.1,776.86,3.03,170.32,1.96,13.56,130.3361022,0.62,4.65
Calcium,2008-07-17,2008,SU,BearBrook,H,LT104,Min,441.61,9.04,137.33,5.47,6.17,1.02,0.57,62.99080046,0.35,3.95
Calcium,2008-07-17,2008,SU,BearBrook,H,LT107,Min,469.54,13.87,271.43,8.01,6.43,1.61,1.31,140.064332,0.48,4.1
Calcium,2008-07-17,2008,SU,BearBrook,H,LT110,Min,636.63,7.13,266.68,10.52,5.17,1.67,1.34,67.00744138,0.54,4.43
Calcium,2008-07-17,2008,SU,BearBrook,H,LT114,Min,245.81,10.13,126.44,7.06,4.91,1.51,2.38,94.42385713,0.3,3.64
Calcium,2008-07-17,2008,SU,BearBrook,H,LT115,Min,89.75,6.79,113.39,5.2,7.22,1.53,2.44,43.63291619,0.26,3.94
Calcium,2008-07-17,2008,SU,BearBrook,H,LT104,Oa/A,365.49,16.37,299.67,11.81,27.36,3.68,2.27,2505.967289,0.41,3.57
Calcium,2008-07-17,2008,SU,BearBrook,H,LT107,Oa/A,1076.16,29.4,631.32,24.97,32.98,5.54,4.66,689.5403136,0.6,3.89
Calcium,2008-07-17,2008,SU,BearBrook,H,LT110,Oa/A,971.14,17.8,473.81,14.97,3.24,2.53,2.42,410.32097,0.6,4.33
Calcium,2008-07-17,2008,SU,BearBrook,H,LT114,Oa/A,1523.4,25.84,494.75,24.56,12.58,6.03,5.71,197.9390697,0.55,3.63
Calcium,2008-07-17,2008,SU,BearBrook,H,LT115,Oa/A,1213.13,25.76,519.42,18.65,43.49,5.53,4.99,313.7460477,0.5,3.73
Calcium,2008-07-17,2008,SU,BearBrook,H,LT104,Oi/Oe,2541.69,17.05,1269.64,14.17,240.57,4.87,21.06,1496.673307,0.65,3.9
Calcium,2008-07-17,2008,SU,BearBrook,H,LT107,Oi/Oe,2884.43,21.15,969.15,29.47,132.47,11.02,23.78,651.1714242,0.7,3.94
Calcium,2008-07-17,2008,SU,BearBrook,H,LT110,Oi/Oe,821.13,51.98,824.65,37.76,51.5,12.14,14.52,804.2414968,0.66,4.12
Calcium,2008-07-17,2008,SU,BearBrook,H,LT114,Oi/Oe,4745.91,110.93,968.31,12.41,348.18,7.24,23.28,473.2042821,0.75,3.71
Calcium,2008-07-17,2008,SU,BearBrook,H,LT115,Oi/Oe,1439.1,87.27,1104.13,15.48,262.04,8.85,16.87,273.3498695,0.72,4.07
Calcium,2008-07-17,2008,SU,BearBrook,L,LT162,Min,304.49,4.48,83.14,0.13,7.6,0,0.35,7.996471563,0.19,3.84
Calcium,2008-07-17,2008,SU,BearBrook,L,LT163,Min,174.5,3.51,71.12,0.13,8.46,0,0.26,2.849673297,0.19,3.77
Calcium,2008-07-17,2008,SU,BearBrook,L,LT168,Min,178.01,4.14,57.55,0.39,16.73,0.4,0.16,3.640754012,0.35,4.79
Calcium,2008-07-17,2008,SU,BearBrook,L,LT172,Min,294.89,7.22,108.02,0.16,5.41,0.04,0.56,4.049732408,0.34,4.38
Calcium,2008-07-17,2008,SU,BearBrook,L,LT174,Min,222.51,5.18,92.9,0.58,11.24,0.39,0.7,2.691726292,0.25,4.12
Calcium,2008-07-17,2008,SU,BearBrook,L,LT162,Oa/A,949.77,27.79,668.01,0.26,49.3,0.2,4.65,112.0036616,0.55,3.45
Calcium,2008-07-17,2008,SU,BearBrook,L,LT163,Oa/A,1808.19,26.71,909.36,0.33,129.89,0,3.2,72.15240178,0.65,3.16
Calcium,2008-07-17,2008,SU,BearBrook,L,LT168,Oa/A,890.32,32.19,827.18,20.9,63.62,6.94,10.22,216.5037982,0.69,3.86
Calcium,2008-07-17,2008,SU,BearBrook,L,LT172,Oa/A,1635.52,19.86,583.77,1.38,62.56,0.84,1.18,216.9746654,0.65,4.32
Calcium,2008-07-17,2008,SU,BearBrook,L,LT174,Oa/A,1121.26,14.98,768.21,4.07,84.16,2.15,6.12,60.24734605,0.64,3.79
Calcium,2008-07-17,2008,SU,BearBrook,L,LT162,Oi/Oe,3393.8,64.65,1288.45,0.34,204.35,0.18,11.42,214.536671,0.66,3.87
Calcium,2008-07-17,2008,SU,BearBrook,L,LT163,Oi/Oe,5126.62,97.96,843.56,0.36,293.05,0,58.15,158.8215338,0.67,3.69
Calcium,2008-07-17,2008,SU,BearBrook,L,LT168,Oi/Oe,3931.74,105.41,1556.22,10.46,227.75,5.87,42.85,359.0891461,0.72,4.25
Calcium,2008-07-17,2008,SU,BearBrook,L,LT172,Oi/Oe,2592.63,55.59,1084.05,0.39,175.42,0.99,10.09,420.694932,0.7,4.3
Calcium,2008-07-17,2008,SU,BearBrook,L,LT174,Oi/Oe,1524.87,51.49,1301.68,2.23,221.81,0.99,17.98,135.1479257,0.71,4
Calcium,2008-07-17,2008,SU,BearBrook,M,LT142,Min,346.14,7.04,121.81,5.86,6.86,0.07,1.28,52.69211028,0.28,4.26
Calcium,2008-07-17,2008,SU,BearBrook,M,LT144,Min,381.14,4.84,298.56,9.87,6.23,0.3,3.18,44.2796765,0.33,4.4
Calcium,2008-07-17,2008,SU,BearBrook,M,LT147,Min,278.51,9.51,230.4,5.25,9.52,0.17,0.55,45.28828895,0.35,4.42
Calcium,2008-07-17,2008,SU,BearBrook,M,LT152,Min,353.45,7.4,111.01,2.37,6.36,0.13,0.69,23.69402075,0.39,4.64
Calcium,2008-07-17,2008,SU,BearBrook,M,LT154,Min,494.22,5.91,141.97,4.19,10.6,0.69,1.49,24.48921288,0.32,4.01
Calcium,2008-07-17,2008,SU,BearBrook,M,LT142,Oa/A,304.97,5.32,373.45,16.75,9.18,2.08,3.05,157.9382319,0.45,3.92
Calcium,2008-07-17,2008,SU,BearBrook,M,LT144,Oa/A,1090.65,12.49,777.18,30.18,43.26,3.43,8.39,264.0513809,0.5,4.1
Calcium,2008-07-17,2008,SU,BearBrook,M,LT147,Oa/A,156.07,22.32,575.7,15.38,25.84,1.93,2.58,160.1888955,0.56,4.22
Calcium,2008-07-17,2008,SU,BearBrook,M,LT152,Oa/A,587.94,14.53,360.28,7.74,17.41,2.05,0.98,252.5216694,0.55,4.56
Calcium,2008-07-17,2008,SU,BearBrook,M,LT154,Oa/A,752.74,19.78,552.08,17.21,43.53,4.2,3.07,228.4016162,0.56,3.61
Calcium,2008-07-17,2008,SU,BearBrook,M,LT142,Oi/Oe,4183.74,90.08,1860.98,24.64,292.91,2.39,40.42,1731.906746,0.75,4.24
Calcium,2008-07-17,2008,SU,BearBrook,M,LT144,Oi/Oe,3085.02,192.82,2032.47,13.79,343.51,0.6,46.25,864.3252481,0.72,4.53
Calcium,2008-07-17,2008,SU,BearBrook,M,LT147,Oi/Oe,4389.46,79.42,982.77,8.32,257.42,0.43,36.46,197.2249094,0.75,4.33
Calcium,2008-07-17,2008,SU,BearBrook,M,LT152,Oi/Oe,307.2,121.36,1503.65,12.01,190.12,3.03,24.05,432.3984077,0.72,4.42
Calcium,2008-07-17,2008,SU,BearBrook,M,LT154,Oi/Oe,2855.02,44.25,1343.85,24.22,243.73,7.95,35.05,312.7706861,0.7,3.95
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-1,Min,216.63,8.71,118.08,2.49,7.95,0.12,0.96,-9999.99,0.31,3.78
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-2,Min,310.12,8.22,101.1,1.59,23.19,0.06,0.85,18.71525901,0.28,3.53
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-3,Min,337.92,7.49,95.53,0.84,7.29,0.37,1.18,135.0812966,0.24,3.61
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-4,Min,271.68,7.18,108.43,0.16,30.78,0.03,1.06,57.99223589,0.33,3.6
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-5,Min,474.76,8.12,164.11,4.69,11.24,1.12,0.58,127.6203042,0.37,3.45
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-1,Oa/A,931.04,22.47,492.51,2.73,88.76,0.3,3.43,3698.503386,0.43,3.39
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-2,Oa/A,204.8,46.57,725.98,1.66,205.4,0.02,11.75,1782.714109,0.64,3.17
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-3,Oa/A,207.14,19.68,768.2,4.04,117.53,1.43,2.18,956.2973965,0.55,3.32
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-4,Oa/A,602.79,17.85,432.68,0.24,99.8,0,5.83,503.2242179,0.52,3.36
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-5,Oa/A,3222.92,22.64,989.93,10.47,156.79,4.7,8.01,1291.422099,0.65,3.35
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-1,Oi/Oe,331.94,79.07,1213.45,0.23,315,0,11.6,2477.588095,0.5,3.8
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-2,Oi/Oe,1891.8,38.26,1228.67,6.18,424.21,0.65,8.83,394.6950471,0.65,3.7
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-3,Oi/Oe,3190.23,65.23,1324.19,0.29,329.25,0.12,12.5,2215.196175,0.6,3.79
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-4,Oi/Oe,216.44,50.88,1242.54,0.39,358.37,-0.01,6.89,493.4507489,0.58,3.76
Calcium,2008-07-17,2008,SU,BearBrook,SF,SF-5,Oi/Oe,2379.32,121.9,1128.2,0.33,257.51,0.43,7.52,887.2620374,0.65,3.69
Calcium,2008-07-18,2008,SU,W1,H,LY3-1,Min,587.77,4.25,191.08,13.7,3.73,2.41,2.43,2665.46744,0.43,4.22
Calcium,2008-07-18,2008,SU,W1,H,LY3-2,Min,576.26,8.65,169.49,10.78,15.64,2.5,1.6,97.81705438,0.24,4.49
Calcium,2008-07-18,2008,SU,W1,H,LY3-3,Min,270.23,8.02,87.59,8.05,2.91,1.78,1.62,75.20797551,0.27,4.07
Calcium,2008-07-18,2008,SU,W1,H,LY3-4,Min,160.61,7.66,205.7,12.05,11.68,1.86,1.27,168.2734914,0.41,4.34
Calcium,2008-07-18,2008,SU,W1,H,LY3-5,Min,105.14,5.33,113.78,10.41,11.53,1.84,1.03,156.0691033,0.34,4.01
Calcium,2008-07-18,2008,SU,W1,H,LY3-1,Oa/A,1587.37,24.9,397.5,25.1,54.58,7.13,4.13,732.4440118,0.57,4.17
Calcium,2008-07-18,2008,SU,W1,H,LY3-2,Oa/A,800.19,13.18,239.81,12.91,30.21,3.82,2.19,2417.969657,0.28,4.45
Calcium,2008-07-18,2008,SU,W1,H,LY3-3,Oa/A,1134.94,12.18,271.36,29.56,32.46,4.23,3,577.5528764,0.47,3.7
Calcium,2008-07-18,2008,SU,W1,H,LY3-4,Oa/A,1202.33,16.17,316.55,20,25.62,3.67,1.55,462.481772,0.45,4.32
Calcium,2008-07-18,2008,SU,W1,H,LY3-5,Oa/A,852.22,10.35,282.08,16.56,26.82,5.5,3.7,700.434291,0.46,3.82
Calcium,2008-07-18,2008,SU,W1,H,LY3-1,Oi/Oe,2614.23,133,830.27,14.44,123.46,9.84,18.39,209.6416952,0.66,4.82
Calcium,2008-07-18,2008,SU,W1,H,LY3-2,Oi/Oe,2249.71,17.04,483.54,8.53,70.65,4.54,6.96,331.8198244,0.37,4.98
Calcium,2008-07-18,2008,SU,W1,H,LY3-3,Oi/Oe,3739.75,34.44,799.36,16.68,217.2,15.47,9.2,532.1303795,0.62,4.41
Calcium,2008-07-18,2008,SU,W1,H,LY3-4,Oi/Oe,334.22,76.27,658.69,29.13,118.17,11.92,6.8,4814.550088,0.56,4.45
Calcium,2008-07-18,2008,SU,W1,H,LY3-5,Oi/Oe,1037.59,49.06,628.85,35.73,180.27,12.42,6.37,3420.446615,0.57,4.11
Calcium,2008-07-18,2008,SU,W1,L,LY6-1,Min,354.45,5.41,89.27,0,0,0.46,0.93,12.82433877,0.27,4.57
Calcium,2008-07-18,2008,SU,W1,L,LY6-2,Min,281.81,5.91,67,3.26,6.55,1.02,0.71,11.77868447,0.3,4.33
Calcium,2008-07-18,2008,SU,W1,L,LY6-3,Min,386.15,6.73,110.93,5.59,7.28,1.58,1.31,34.89873839,0.3,4.81
Calcium,2008-07-18,2008,SU,W1,L,LY6-4,Min,297.31,5.78,66.68,2.5,18.2,0.73,-0.04,10.63683682,0.22,4.39
Calcium,2008-07-18,2008,SU,W1,L,LY6-5,Min,202.07,4.85,56.04,1.49,7.38,0.55,0.11,3.560777413,0.23,4.46
Calcium,2008-07-18,2008,SU,W1,L,LY6-1,Oa/A,996.57,15.9,341.74,11.02,51.74,3.83,0.25,152.0539816,0.48,3.97
Calcium,2008-07-18,2008,SU,W1,L,LY6-2,Oa/A,682.49,20.47,351.76,27.57,38.47,5.31,4.34,227.6825489,0.58,4
Calcium,2008-07-18,2008,SU,W1,L,LY6-3,Oa/A,707.77,12.16,221.82,12.83,24.12,2.47,1.8,210.3983619,0.35,4.31
Calcium,2008-07-18,2008,SU,W1,L,LY6-4,Oa/A,618.53,17.84,266.46,17.38,73.53,3.76,0.7,101.3684468,0.57,3.65
Calcium,2008-07-18,2008,SU,W1,L,LY6-5,Oa/A,754.56,14.74,202.43,13.09,15.2,3.11,3.8,85.67729687,0.43,3.81
Calcium,2008-07-18,2008,SU,W1,L,LY6-1,Oi/Oe,1040.34,35.61,0,3.15,131.51,1.02,6.17,169.2701541,0.59,4.49
Calcium,2008-07-18,2008,SU,W1,L,LY6-2,Oi/Oe,1433.56,75.18,700.12,26.96,213.25,5.3,11.71,226.389245,0.65,4.45
Calcium,2008-07-18,2008,SU,W1,L,LY6-3,Oi/Oe,947.11,25.34,379.71,7.23,30.04,4.82,5.33,193.0429231,0.35,4.91
Calcium,2008-07-18,2008,SU,W1,L,LY6-4,Oi/Oe,1073.53,38.51,571.83,8.22,161.61,3.72,5.11,268.7685941,0.64,4.3
Calcium,2008-07-18,2008,SU,W1,L,LY6-5,Oi/Oe,2380.38,11.86,601.61,5.4,103.66,4.43,13.18,254.6558663,0.66,4.3
Calcium,2008-07-18,2008,SU,W1,M,LY4-1,Min,419.38,6.14,87.85,3.83,8.09,1.21,1.2,43.23624096,0.29,4.62
Calcium,2008-07-18,2008,SU,W1,M,LY4-2,Min,150.61,6.72,97.46,4.42,9.68,0.99,0.48,28.48636046,0.33,4.38
Calcium,2008-07-18,2008,SU,W1,M,LY4-3,Min,299.06,7.01,84.42,4.11,3.09,0.94,0.8,24.41544939,0.27,4.53
Calcium,2008-07-18,2008,SU,W1,M,LY4-4,Min,164.6,8.3,92.34,5.6,9.16,1.3,0.58,14.49050422,0.37,4.35
